fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,18,MAHARASHTRA,1824,AMRAVATI,2832739,259.720792589637,51,891,91.59595,3536,16,43966,4153158,354309,52417,1543967,137107,197.087,11075.2978250999,79989,152301,185288,519860,10654,468846,1053247,47502,10786.6148750999,1793459,78,40.57,25.93,118.8,NA
2024-2025,July,18,MAHARASHTRA,1832,WASHIM,384633,298.388432010584,36,501,65.0437099200001,897,7,26094,1866945,120713,19026,50728,6821,81.04987,5716.84149192,51013,80402,80989,192595,1721,277695,552775,26991,5570.747912,746386,91,65.7,25.94,99.72,NA
2024-2025,June,18,MAHARASHTRA,1804,RATNAGIRI,153665,297.021372975733,16,59,13.10179,2564,100,25639,231133,7935,7519,2516,1132,37.81864,737.43484,13710,19314,55216,125137,51,254691,472745,28203,686.51441,99140,96,60.32,0.29,102.14,NA
2024-2025,June,18,MAHARASHTRA,1806,NASHIK,611871,297.035987714185,26,340,142.186830674,5613,121,48583,1150758,12554,10534,466245,188498,83.87659,3644.228812174,43280,67503,169909,477771,803,688859,1467516,54196,3418.1653915,406582,80,41.15,14.65,99.78,NA
2024-2025,June,18,MAHARASHTRA,1807,DHULE,378529,298.867969366581,33,75,24.11562,1827,30,27744,1107418,39035,15860,177181,67703,103.30722,3437.140529,32798,51765,89944,251578,1647,439237,926600,29571,3309.717689,412711,88,73.29,0.17,100.2,NA
2024-2025,June,18,MAHARASHTRA,1823,AKOLA,277219,276.66372298223,22,1422,32.1342766,1454,16,25010,797068,119217,34098,42268,9739,64.97134,2302.3036201,35066,49876,83657,192240,726,287109,556091,26464,2205.1980035,285319,91,37.2,6.61,103.64,NA
2024-2025,June,18,MAHARASHTRA,1829,CHANDRAPUR,1122569,232.846420071704,37,615,69.840815,2876,38,31649,3300527,344532,62937,707604,105175,348.69651,8103.696288,87847,151445,169659,488307,4003,379692,912668,34525,7685.158963,1818379,77,28.92,24.99,99.83,NA
2024-2025,June,18,MAHARASHTRA,1830,GADCHIROLI,901570,272.568213099019,31,867,50.885818022,3989,4,14808,2140939,194492,38885,781437,164330,103.58672,5989.991713862,68100,126234,131871,383447,2004,231925,596864,18797,5835.51917584,1063799,81,42.27,21.21,100,NA
2024-2025,June,18,MAHARASHTRA,1831,NANDURBAR,530771,293.764048942703,23,58,39.4164,972,61,44922,706377,16230,10669,549607,277676,125.28307,2239.781146,29870,43345,139555,336132,200,525536,1072821,45894,2075.081676,296883,78,55.11,2.11,102.67,NA
2024-2025,July,18,MAHARASHTRA,1806,NASHIK,960228,295.69997528877,28,376,145.618690674,7100,95,48560,1394103,16590,10706,555927,190565,79.48772,4347.468637174,48165,75149,172093,483187,1243,689674,1469402,55660,4122.3622265,492401,81,37.78,16.02,99.9,NA
2024-2025,July,18,MAHARASHTRA,1814,KOLHAPUR,173558,296.587713648272,25,21,11.52747,516,349,10868,275207,26037,17560,333,282,21.55626,849.3138791,10803,17299,43889,106535,224,355231,626999,11384,816.2301491,107696,92,50.1,0.08,109.96,NA
2024-2025,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6161039,281.967312211645,53,1299,167.130961128,1740,24,84861,7842113,170270,28212,110035,12247,365.48482,22644.811027828,147136,263252,236977,630941,20659,684720,1457499,86601,22112.1952467,3284053,95,83.69,0.23,102.31,NA
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,300.985402745538,19,120,21.75348,3415,33,29243,916323,62719,32166,19764,7240,43.65852,2823.410472,47500,66996,116323,281908,199,481015,1002605,32658,2757.998472,318614,93,40.61,1.08,99.85,NA
2024-2025,July,18,MAHARASHTRA,1826,WARDHA,710381,290.922802743579,43,203,35.55732,630,25,13862,961226,62290,14879,60771,12907,83.00176,2914.98469989999,22280,35516,52224,127780,1535,220158,406015,14492,2796.42561989999,358758,89,81.03,0.22,100.47,NA
2024-2025,July,18,MAHARASHTRA,1834,HINGOLI,1309816,297.832130185223,36,83,51.4503826,2189,20,23462,1535228,214247,44189,241375,41878,41.08041,4664.9330482,42118,68210,92634,237210,1962,259132,589357,25651,4572.4022556,609791,90,76.45,0.14,99.7,NA
2024-2025,July,18,MAHARASHTRA,1809,AHMEDNAGAR,879614,330.909649283871,28,85,575.674558109,2804,96,39325,1020626,57216,31629,37606,24339,115.28084,4068.305315209,35653,58678,144115,416125,902,766320,1896956,42129,3377.3499171,404449,91,73.1,0.1,105.16,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,294.114360133834,36,268,114.2230466,681,49,50952,3097554,77910,19794,13724,3020,136.07148,9360.64565349998,84470,150603,159326,426638,4285,474237,1070158,51633,9110.35112689998,1259825,76,54.83,0.48,100.29,NA
2024-2025,July,18,MAHARASHTRA,1817,PARBHANI,1824861,326.685679386843,36,231,537.741304161,504,47,39070,2788588,93445,20633,17929,2847,197.54559,9845.20454726098,76711,121027,142183,319875,3645,414266,801454,39574,9109.91765309998,1075880,90,62.37,0.12,107.56,NA
2024-2025,July,18,MAHARASHTRA,1818,BEED,4312433,365.505040125061,33,451,314.25851326,693,95,70364,4784790,81688,15286,8539,1786,78.94088,17881.8480026599,142231,243197,254222,622635,6065,676226,1399549,71057,17488.6486093999,1957410,80,44.02,5.54,327.2,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,242.89563634958,39,649,333.537526019,4394,23,32581,3725138,386008,63179,800344,105735,350.32473,9732.059906019,93284,161531,170802,491216,5341,380221,913788,36975,9048.19765,2011736,79,30.45,21.87,102.19,NA
2024-2025,July,18,MAHARASHTRA,1830,GADCHIROLI,1824407,278.033784046984,34,908,2091.915429422,5095,4,14765,2425861,218663,39005,895188,164741,105.80477,8942.433333442,71083,132129,132400,384727,2868,232312,597230,19860,6744.71313402,1188215,81,38.38,17.27,101.66,NA
2024-2025,July,18,MAHARASHTRA,1835,PALGHAR,2174266,271.207529659208,34,689,517.452544364,5984,28,33422,2236995,7275,1695,2080029,330345,126.89844,6711.24986246401,64694,119071,123335,368074,3134,306064,721668,39406,6066.89887810001,1292724,82,18.93,23.3,101.69,NA
2024-2025,July,18,MAHARASHTRA,1813,SOLAPUR,476026,343.069666715244,29,101,12.91765,1578,175,21774,686200,23880,14750,5581,2412,69.83748,2436.899183,23291,36692,78829,181501,771,552216,956536,23352,2354.144053,234513,97,81.1,0,103.83,NA
2024-2025,July,18,MAHARASHTRA,1814,KOLHAPUR,173558,295.953137392165,25,21,11.52747,516,341,10952,282840,27237,17632,339,282,21.55626,870.1575838,11041,17674,44062,106949,247,355324,627212,11468,837.0738538,110677,92,49.51,0.08,109.9,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,291.22318356247,36,267,114.2230466,663,51,50744,3025199,76070,19779,13503,3018,136.07148,9060.37536349999,83338,148657,158918,425726,4138,474047,1069878,51407,8810.08083689999,1230870,76,55.21,0.5,99.05,NA
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,641797,278.513363600659,25,1576,32.1342766,1741,9,25740,957358,142190,34474,48872,9802,64.97134,2763.4755841,37450,53270,84426,194038,1172,287634,556960,27481,2666.3699675,342073,91,39.04,6.53,105.07,NA
2024-2025,July,18,MAHARASHTRA,1824,AMRAVATI,3301065,255.828746777842,54,895,95.19539,4158,11,44520,4517938,393667,52693,1632208,137278,197.087,11850.4665555999,82887,157283,186097,522002,12119,469225,1054144,48678,11558.1841655999,1938563,78,38.15,22.69,119.11,NA
2024-2025,Aug,18,MAHARASHTRA,1806,NASHIK,1018719,299.414517578046,30,426,1171.827886157,8378,65,49136,1639602,21630,10882,639383,192766,200.04222,6281.076524657,53777,83767,174650,489556,1641,692095,1473753,57514,4909.2064185,576881,81,35.6,14.05,100.66,NA
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,301.693900379866,32,87,81.364896008,1623,409,15472,514655,15814,10921,905,855,32.05665,1666.104289008,15645,23341,65098,145598,780,405370,763765,17095,1552.682743,203095,88,67.78,0.33,103.54,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,350.750154229088,31,107,378.186200911,1927,122,22086,835251,29785,14963,6611,2443,70.49548,3378.325851611,26439,41905,80558,185152,1112,554600,961225,24013,2929.6441707,286592,97,80.66,0,105.85,NA
2024-2025,Aug,18,MAHARASHTRA,1814,KOLHAPUR,180963,301.688857345266,26,25,70.19454,526,278,11364,326074,33864,17983,509,295,29.22621,1083.1496747,12479,20005,44932,109051,273,356073,629270,11890,983.728924700001,128609,92,44.3,0.06,112.83,NA
2024-2025,Aug,18,MAHARASHTRA,1816,JALNA,2297799,296.994014692383,37,291,519.9805466,1094,36,51657,3367187,84298,19893,15460,3047,136.50148,10656.8258801,89888,159974,160870,430085,4838,476728,1073821,52751,10000.3438535,1367336,76,53.63,0.43,100.58,NA
2024-2025,Aug,18,MAHARASHTRA,1817,PARBHANI,1902007,328.813709732085,37,245,1225.315841005,1349,42,38875,2903304,98282,20693,19226,2865,197.97559,10969.753018205,78249,123542,142615,320847,3999,416304,803991,40224,9546.46158720001,1120635,90,60.81,0.11,107.89,NA
2024-2025,Aug,18,MAHARASHTRA,1818,BEED,4493149,362.808398416467,35,469,1195.422417535,1089,83,72114,5353102,91520,15471,10093,1847,78.94088,20695.8669293349,148710,255004,257040,629626,8169,677469,1402320,73203,19421.5036317999,2190906,80,41.5,5.52,317.83,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,301.016557390545,37,184,592.456305898,2505,86,50601,3435322,345180,76033,249045,38033,178.9969,11112.341225578,90605,143581,175704,467252,4806,656778,1486910,53106,10340.88801968,1447448,86,54.13,1.76,110.1,NA
2024-2025,Aug,18,MAHARASHTRA,1820,Dharashiv,945670,298.951893600882,37,140,189.80823371,1735,50,24960,1494956,89921,24520,5680,1138,73.83585,4732.84335421,39684,60980,75734,195262,2334,325739,705505,26695,4469.1992705,562737,81,57.44,0.12,110.12,NA
2024-2025,Aug,18,MAHARASHTRA,1826,WARDHA,742403,302.045990638414,44,223,185.365086742,883,18,14231,1069477,72164,15078,70922,13136,99.78205,3515.459536042,23876,38160,52998,129726,2038,220681,407128,15114,3230.3123993,397730,89,79.38,0.19,104.56,NA
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,281.790613680457,35,251,327.215911707,3006,37,21252,1334473,159284,32826,164913,30421,121.0924,4208.727967807,37283,53040,102225,234105,1908,280854,540801,24258,3760.4196561,552022,83,61.97,1.14,101.98,NA
2024-2025,Aug,18,MAHARASHTRA,1828,BHANDARA,3747987,179.913583413199,36,5220,352.436646618,5417,8,20362,4615019,548540,59273,316183,33182,225.6096,8881.092304718,126871,206540,187292,451749,4682,286218,629488,25779,8303.0460581,2914379,80,22.96,20.89,100.91,NA
2024-2025,Aug,18,MAHARASHTRA,1830,GADCHIROLI,1932217,278.826371844106,34,918,2166.205553992,6518,4,13787,2525354,226232,39046,933412,164882,274.08596,9481.644448412,72256,134268,132626,385071,3154,232486,597256,20305,7041.35293442,1229618,81,32.94,16.85,101.6,NA
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.608894694962,37,495,125.06903992,1792,2,26397,2008242,133127,19352,56098,6976,129.39513,6271.33582892,54145,85031,82356,195562,1958,278897,554768,28189,6016.871659,800889,91,64.69,25.02,99.75,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,272.160732976156,35,694,581.805069414,7001,25,32708,2303240,7628,1697,2139537,330464,355.69929,7206.01922561401,65406,120395,123471,368281,3374,307086,723125,39709,6268.51486620001,1321777,82,17.63,20.39,101.94,NA
2024-2025,Aug,18,MAHARASHTRA,1803,RAIGAD,79326,313.028814422018,18,51,18.9287291,628,184,18060,108057,2549,2888,21689,13544,6.73644,363.9147151,5697,8638,27333,63747,64,190719,343994,18688,338.249546,43869,68,46.25,5.96,104.75,NA
2024-2025,Aug,18,MAHARASHTRA,1820,Dharashiv,945670,299.345893613247,37,137,53.37524,1724,53,24860,1471123,88122,24491,5488,1132,73.83585,4530.9573805,39358,60392,75649,195017,2269,325539,705073,26584,4403.7462905,553261,81,58.41,0.12,110.25,NA
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,282.272270328702,35,246,156.905037418,2941,42,21124,1304375,154909,32763,160607,30381,121.0924,3959.886363518,36831,52370,102067,233728,1817,280724,540578,24065,3681.8889261,540086,83,62.81,1.19,102.02,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,290.977412074273,29,30,55.2298602,2275,27,10566,275147,8382,3361,78310,31772,5.4996,861.3450802,9340,15617,28163,91351,288,137289,325395,12841,800.61562,114821,94,50.7,1.68,102.67,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,300.769894007182,37,104,74.90916,2699,15,28578,1443211,50481,16149,236900,69579,121.17395,4536.827305,38375,60897,92821,259504,2719,440297,929403,31277,4340.744195,541000,89,71.88,0.24,103.65,NA
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,295.322088353414,27,30,211.7437716,2448,108,13671,332415,15768,7764,330,207,57.32999,1250.7686816,12091,17038,45544,97516,129,314336,551430,16119,981.69492,114588,86,51.93,0.01,100.85,NA
2024-2025,Sep,18,MAHARASHTRA,1802,THANE,212142,290.205964466568,29,30,59.4278202,2643,21,10481,290487,9323,3401,83552,32032,5.4996,907.9380202,9796,16408,28395,92185,302,138331,326830,13124,843.0106,121041,94,49.69,1.56,102.09,NA
2024-2025,Sep,18,MAHARASHTRA,1803,RAIGAD,82831,310.634117024618,19,53,68.148664965,704,181,18300,120966,3017,2909,27582,13875,6.73644,450.646770965,6253,9467,27713,64528,73,191514,345469,19004,375.761666,49190,69,32.69,3.62,106.41,NA
2024-2025,Sep,18,MAHARASHTRA,1807,DHULE,993410,301.831611953121,37,109,87.06575,2750,16,29324,1527166,54355,16300,251435,70135,153.22701,4849.762515,40239,64043,93769,262201,2945,440998,930815,32074,4609.469755,573767,89,70.01,0.22,103.9,NA
2024-2025,Sep,18,MAHARASHTRA,1811,SATARA,341922,300.760394361627,34,92,96.341406008,1822,364,15806,567043,17731,10987,1037,861,37.2859,1839.068069008,16632,24903,65642,146882,935,405897,764799,17628,1705.440763,224195,88,69.02,0.3,102.75,NA
2024-2025,Sep,18,MAHARASHTRA,1816,JALNA,2390538,293.968910959798,38,296,591.1998566,1201,32,52319,3549217,89096,19947,16147,3050,136.50148,11161.2958991,92694,165346,161572,431939,5385,478209,1076573,53520,10433.5945625,1441300,76,52.46,0.39,100.47,NA
2024-2025,Sep,18,MAHARASHTRA,1831,NANDURBAR,683880,294.641556338849,28,88,206.0626526,5894,15,42662,1269852,33473,10940,981124,284226,208.92923,4156.5035786,45181,65401,143238,344919,827,527844,1076720,48556,3741.511696,522799,79,47.26,1.76,102.5,NA
2024-2025,Sep,18,MAHARASHTRA,1832,WASHIM,1668999,298.819450430124,37,506,131.78729992,1851,2,26777,2058246,138372,19534,58220,7036,132.06605,6414.29273562,55194,86693,82826,196621,2035,279439,555774,28628,6150.4393857,819213,91,64.33,24.55,99.54,NA
2024-2025,Sep,18,MAHARASHTRA,1834,HINGOLI,1437519,307.335241556839,36,87,246.639826,2712,14,24043,1652965,237446,44411,265579,42392,87.87605,5414.6598516,44704,72293,93299,238398,2348,259945,590218,26755,5080.1439756,657300,90,73.95,0.16,102.18,NA
2024-2025,Sep,18,MAHARASHTRA,1807,DHULE,993410,303.207989489821,38,112,96.58997,2751,16,29435,1539460,55083,16335,253777,70221,153.24201,4917.597695,40450,64435,93880,262567,2985,441356,931319,32186,4667.765715,578548,89,69.23,0.21,104,NA
2024-2025,Sep,18,MAHARASHTRA,1813,SOLAPUR,516339,350.031804873832,32,113,388.726090911,2117,99,22417,936963,33251,15084,7376,2464,70.49548,3738.890070811,28817,45920,81737,187715,1295,556705,965437,24534,3279.6684999,324037,97,80.76,0,105.78,NA
2024-2025,Sep,18,MAHARASHTRA,1816,JALNA,2390538,294.903496487829,38,298,603.4167966,1254,32,52429,3592934,90821,19962,16243,3051,136.50148,11335.6062691,93240,166417,161732,432329,5489,478559,1077181,53683,10595.6879925,1458977,76,52.22,0.39,100.47,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,292.122185668028,28,1746,118.903125779,2410,7,26370,1148523,174314,34972,59204,9979,166.87775,3640.871366279,40505,57817,85547,196603,1738,289340,559740,28780,3355.0904905,411519,91,38.74,5.41,108.36,NA
2024-2025,Sep,18,MAHARASHTRA,1827,NAGPUR,933360,281.102008327489,36,263,382.839631707,3367,36,21341,1431644,174271,32973,178630,30629,215.81597,4623.035637807,38824,55211,102771,235227,2248,281165,541404,24708,4024.3800361,590820,84,62.87,1.11,101.73,NA
2024-2025,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3190530,247.680649999022,41,683,399.594541019,8728,14,30653,4091160,425449,63405,887670,106529,420.74929,10953.355511519,98181,170008,172204,494338,6523,381415,915587,39381,10133.0116805,2165245,79,31.33,17.8,101.92,NA
2024-2025,Sep,18,MAHARASHTRA,1835,PALGHAR,2501779,272.22046546199,35,714,615.525659414,7610,25,32517,2367218,8184,1719,2196638,330807,377.32886,7436.90637751402,66325,122050,123771,368713,3584,308449,724850,40127,6444.05185810002,1350378,82,17.22,17.74,101.74,NA
2024-2025,Sep,18,MAHARASHTRA,1805,SINDHUDURG,201432,298.290902048205,26,78,68.1500499,1490,25,17316,254809,6843,3730,550,304,26.56833,854.790444500009,9615,15404,37786,86960,210,129459,243569,18806,760.07206460001,101187,79,76.93,6,100.63,NA
2024-2025,Sep,18,MAHARASHTRA,1813,SOLAPUR,516339,351.670065705803,32,108,383.185430911,2101,102,22363,921532,32817,15079,7196,2461,70.49548,3694.433100811,28350,45095,81543,187311,1267,556439,964886,24464,3240.7521899,318421,97,80.84,0,105.8,NA
2024-2025,Sep,18,MAHARASHTRA,1816,JALNA,2390538,296.008529523993,38,296,591.1998566,1201,32,52343,3553686,89114,19947,16147,3050,136.50148,11246.9150091,92764,165480,161599,432012,5396,478284,1076719,53544,10519.2136725,1443094,76,52.37,0.39,100.47,NA
2024-2025,Sep,18,MAHARASHTRA,1817,PARBHANI,1978956,327.007982043645,37,252,1233.945341005,1757,44,38962,2978444,102006,20745,20403,2872,197.97559,11171.670551705,79286,125196,142923,321505,4312,417095,805136,40719,9739.74962070001,1149522,90,59.88,0.1,107.57,NA
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,288.417616121678,40,147,227.59960371,1831,48,25472,1694042,100518,24645,6335,1142,73.83585,5187.35100621,41989,64978,76776,197810,3058,326362,706733,27303,4885.9155525,639458,81,56.34,0.11,108.97,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,294.121609974221,28,1743,113.360595779,2397,7,26294,1132720,171452,34943,58367,9972,155.76096,3600.695856279,40268,57439,85455,196402,1709,289281,559631,28691,3331.5743005,405874,91,38.78,5.49,108.39,NA
2024-2025,Sep,18,MAHARASHTRA,1827,NAGPUR,933360,280.88925450423,36,263,371.292151707,3313,36,21330,1421497,172394,32960,177038,30568,203.94549,4568.069967807,38641,54947,102695,235061,2217,281126,541323,24643,3992.8323261,586422,84,62.74,1.11,101.73,NA
2024-2025,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2028325,278.307102527955,35,927,2184.604083992,7774,4,12845,2569270,230153,39104,950632,164954,343.17033,9678.235307112,72919,135456,132780,385375,3262,232803,597623,20619,7150.46089312,1247810,82,28.69,15.61,101.46,NA
2024-2025,Sep,18,MAHARASHTRA,1807,DHULE,993410,302.970003266361,37,112,96.58997,2751,16,29399,1533817,54919,16330,252384,70166,153.24201,4896.837395,40388,64307,93841,262432,2966,441287,931191,32150,4647.005415,576351,89,69.3,0.21,103.94,NA
2024-2025,Sep,18,MAHARASHTRA,1817,PARBHANI,1978956,326.887530085828,37,253,1239.320001005,1845,44,38902,2982966,102205,20749,20427,2872,212.18527,11202.449151705,79370,125333,142955,321587,4321,417136,805190,40747,9750.94388070001,1151328,90,59.78,0.1,107.63,NA
2024-2025,Sep,18,MAHARASHTRA,1822,BULDHANA,678680,298.862885577634,20,130,414.27408682,5007,13,29880,1158943,81657,32706,26793,7367,184.33876,4062.26333882,55666,79061,119585,289857,264,483183,1007150,34887,3463.650492,401327,93,39.53,0.88,99.66,NA
2024-2025,Sep,18,MAHARASHTRA,1824,AMRAVATI,3672801,291.127683637383,59,943,2721.371434699,6703,9,45861,5333854,491208,53360,1806803,137642,210.08085,18459.7778834989,90002,169184,188065,527252,16233,471148,1057968,52564,15528.3255987999,2244574,78,36.73,16.99,129.21,NA
2024-2025,Sep,18,MAHARASHTRA,1826,WARDHA,773662,301.802467266717,45,228,209.632176742,1048,14,14417,1123016,78046,15161,76545,13244,190.54838,3789.470552542,24635,39385,53399,130675,2221,220932,407732,15465,3389.2899958,416283,89,79.14,0.18,104.31,NA
2024-2025,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2028325,278.609913403376,35,927,2184.604083992,7788,4,12857,2572710,230441,39101,951886,164964,343.17033,9695.599517112,72964,135551,132785,385391,3270,232821,597646,20645,7167.82510312,1249348,82,28.57,15.84,101.54,NA
2024-2025,Sep,18,MAHARASHTRA,1832,WASHIM,1668999,298.868818684614,37,510,138.50555992,1851,2,26872,2067348,139075,19552,58477,7036,133.83587,6450.99997562,55356,86962,82903,196779,2048,279525,555925,28723,6178.6585457,822783,91,64.37,24.44,99.54,NA
2024-2025,Aug,18,MAHARASHTRA,1825,YAVATMAL,2717844,298.133368154824,36,535,165.48423597,5811,8,44483,4033333,194285,37154,437351,71267,182.87779,12373.07354777,110829,162289,212480,476278,4294,675919,1382284,50294,12024.7115218,1633017,92,50.63,25.03,99.73,NA
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,282.18410594733,36,252,340.573861707,3091,37,21296,1361922,163106,32884,168787,30474,124.88408,4308.585361107,37679,53600,102368,234409,2001,280905,540897,24387,3843.1274194,562427,83,62.17,1.12,101.8,NA
2024-2025,Aug,18,MAHARASHTRA,1831,NANDURBAR,645886,294.404661788559,27,86,206.0626526,5546,16,42501,1205932,31932,10915,936293,283235,126.76807,3883.1507486,43582,62958,142682,343569,746,527319,1075803,48047,3550.320026,497564,79,47.71,1.8,102.51,NA
2024-2025,Aug,18,MAHARASHTRA,1810,PUNE,206577,325.326369128893,27,37,162.094028761,3325,400,21271,287829,14222,9977,31641,20238,76.10895,1174.586613761,10462,16226,53562,141803,298,377084,810362,24596,936.383635,101355,93,68.09,0.01,104.66,NA
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,302.519281262332,33,89,82.003136008,1672,388,15586,529623,16398,10941,951,855,32.05665,1716.271479008,15974,23865,65270,146010,839,405562,764091,17258,1602.211693,208913,88,68.23,0.32,103.43,NA
